Dataset,Algorithm,Remaining_Accuracy,Deleted_Accuracy,Unlearning_Time,Score
FashionMNIST,Retraining,0.9054789915966387,0.922,440.7010724544525,0.6351125129973996
FashionMNIST,FineTuning,0.9167226890756303,0.938,265.4679625034332,0.6652173913043479
FashionMNIST,Influence,0.910890756302521,0.94,1120.388648033142,0.3478195488721806
FashionMNIST,SISA,0.8720168067226891,0.894,660.0050392150879,0.48462757908729287
