Dataset,Algorithm,Remaining_Accuracy,Deleted_Accuracy,Unlearning_Time,Score
CIFAR100,Retraining,0.4091111111111111,0.3762,488.6184985637665,0.6063249722786377
CIFAR100,FineTuning,0.48375555555555555,0.436,302.83960342407227,0.65
CIFAR100,Influence,0.4448,0.431,430.11394000053406,0.5677006135755017
CIFAR100,SISA,0.2956888888888889,0.2752,3383.739583492279,0.35
