Dataset,Algorithm,Remaining_Accuracy,Deleted_Accuracy,Unlearning_Time,Score
CIFAR10,Retraining,0.7840222222222222,0.0,381.77317118644714,0.846796426385464
CIFAR10,FineTuning,0.8356666666666667,0.0,227.40242457389832,1.0
CIFAR10,Influence,0.8086666666666666,0.0008,335.9514994621277,0.5681383582620348
CIFAR10,SISA,0.6916222222222222,0.0,4169.032789945602,0.35
